Point ID,SegFac Code,CI Survey Name,Start Date,Station Number,Original Station Number,GIS Processed Chainage (ft), CIS ON/OFF Inspection Date/Time, CIS Static Inspection Date/Time,Native Start Date,CIS Structure P/S Uncompensated,CIS Structure IRF Uncompensated,CIS Structure P/S,CIS Structure IRF,CIS Native P/S,CIS Structure P/S Reading Date/Time,CIS Structure IRF Reading Date/Time,CIS Structure Static  Reading Date/Time,Plot This Point,Is Gps Time,Latitude,Longitude,Survey Remarks,Series,Surveyor,Vendor,Allegro Survey Cycle On Time,Allegro Survey Cycle Off Time,Survey Purpose,Survey Type,Survey Interval
1278,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3166+81.51,63+85,,7/20/2021 01:19:51 PM,,,,,-0.766,-0.662,,7/20/2021 01:19:51 PM,7/20/2021 01:19:52 PM,,True,True,41.06855392,-79.26063538,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1279,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3166+83.97,63+90,,7/20/2021 01:19:55 PM,,,,,-0.723,-0.662,,7/20/2021 01:19:55 PM,7/20/2021 01:19:52 PM,,True,True,41.06855774,-79.26062775,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1280,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3166+90.93,63+95,,7/20/2021 01:19:55 PM,,,,,-0.723,-0.636,,7/20/2021 01:19:55 PM,7/20/2021 01:19:56 PM,,True,True,41.06856155,-79.26060486,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1281,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3166+97.90,64+00,,7/20/2021 01:19:55 PM,,,,,-0.723,-0.636,,7/20/2021 01:19:55 PM,7/20/2021 01:19:56 PM,,True,True,41.06856537,-79.26058197,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1282,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+02.62,64+05,,7/20/2021 01:19:59 PM,,,,,-0.707,-0.605,,7/20/2021 01:19:59 PM,7/20/2021 01:20:00 PM,,True,True,41.06856918,-79.26056671,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1283,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+07.33,64+10,,7/20/2021 01:19:59 PM,,,,,-0.707,-0.605,,7/20/2021 01:19:59 PM,7/20/2021 01:20:00 PM,,True,True,41.068573,-79.26055145,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1284,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+14.30,64+15,,7/20/2021 01:20:03 PM,,,,,-0.680,-0.605,,7/20/2021 01:20:03 PM,7/20/2021 01:20:00 PM,,True,True,41.06857681,-79.26052856,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1285,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+18.80,64+20,,7/20/2021 01:20:03 PM,,,,,-0.680,-0.580,,7/20/2021 01:20:03 PM,7/20/2021 01:20:04 PM,,True,True,41.06857681,-79.26051331,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1286,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+23.52,64+25,,7/20/2021 01:20:03 PM,,,,,-0.680,-0.580,,7/20/2021 01:20:03 PM,7/20/2021 01:20:04 PM,,True,True,41.06858063,-79.26049805,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1287,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+30.49,64+30,,7/20/2021 01:20:07 PM,,,,,-0.659,-0.555,,7/20/2021 01:20:07 PM,7/20/2021 01:20:08 PM,,True,True,41.06858444,-79.26047516,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1288,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+35.20,64+35,,7/20/2021 01:20:07 PM,,,,,-0.659,-0.555,,7/20/2021 01:20:07 PM,7/20/2021 01:20:08 PM,,True,True,41.06858826,-79.2604599,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1289,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+39.71,64+40,,7/20/2021 01:20:11 PM,,,,,-0.651,-0.557,,7/20/2021 01:20:11 PM,7/20/2021 01:20:12 PM,,True,True,41.06858826,-79.26044464,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1290,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+44.42,64+45,,7/20/2021 01:20:11 PM,,,,,-0.651,-0.557,,7/20/2021 01:20:11 PM,7/20/2021 01:20:12 PM,,True,True,41.06859207,-79.26042938,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1291,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+50.98,64+50,,7/20/2021 01:20:15 PM,,,,,-0.631,-0.533,,7/20/2021 01:20:15 PM,7/20/2021 01:20:16 PM,,True,True,41.06858826,-79.26040649,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1292,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+55.69,64+55,,7/20/2021 01:20:15 PM,,,,,-0.631,-0.533,,7/20/2021 01:20:15 PM,7/20/2021 01:20:16 PM,,True,True,41.06859207,-79.26039124,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1293,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+60.41,64+60,,7/20/2021 01:20:19 PM,,,,,-0.624,-0.490,,7/20/2021 01:20:19 PM,7/20/2021 01:20:20 PM,,True,True,41.06859589,-79.26037598,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1294,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+67.37,64+65,,7/20/2021 01:20:19 PM,,,,,-0.624,-0.490,,7/20/2021 01:20:19 PM,7/20/2021 01:20:20 PM,,True,True,41.0685997,-79.26035309,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1295,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+72.09,64+70,,7/20/2021 01:20:23 PM,,,,,-0.594,-0.500,,7/20/2021 01:20:23 PM,7/20/2021 01:20:24 PM,,True,True,41.06860352,-79.26033783,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1296,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+77.01,64+75,,7/20/2021 01:20:27 PM,,,,,-0.583,-0.500,,7/20/2021 01:20:27 PM,7/20/2021 01:20:24 PM,,True,True,41.06861115,-79.26032257,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1297,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+81.72,64+80,,7/20/2021 01:20:27 PM,,,,,-0.583,-0.507,,7/20/2021 01:20:27 PM,7/20/2021 01:20:28 PM,,True,True,41.06861496,-79.26030731,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1298,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+86.43,64+85,,7/20/2021 01:20:31 PM,,,,,-0.672,-0.561,,7/20/2021 01:20:31 PM,7/20/2021 01:20:32 PM,,True,True,41.06861877,-79.26029205,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1299,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+91.35,64+90,,7/20/2021 01:20:35 PM,,,,,-0.771,-0.561,,7/20/2021 01:20:35 PM,7/20/2021 01:20:32 PM,,True,True,41.0686264,-79.26027679,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1300,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3167+98.11,64+95,,7/20/2021 01:20:35 PM,,,,,-0.771,-0.658,,7/20/2021 01:20:35 PM,7/20/2021 01:20:36 PM,,True,True,41.0686264,-79.26025391,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1301,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+05.28,65+00,,7/20/2021 01:21:19 PM,,,,,-0.821,-0.653,,7/20/2021 01:21:19 PM,7/20/2021 01:21:16 PM,,True,True,41.06863403,-79.26023102,2TK,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1302,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+07.54,65+05,,7/20/2021 01:22:35 PM,,,,,-0.761,-0.607,,7/20/2021 01:22:35 PM,7/20/2021 01:22:36 PM,,True,True,41.06863403,-79.26022339,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1303,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+14.71,65+10,,7/20/2021 01:22:39 PM,,,,,-0.630,-0.607,,7/20/2021 01:22:39 PM,7/20/2021 01:22:36 PM,,True,True,41.06864166,-79.2602005,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1304,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+19.22,65+15,,7/20/2021 01:22:43 PM,,,,,-0.563,-0.437,,7/20/2021 01:22:43 PM,7/20/2021 01:22:44 PM,,True,True,41.06864166,-79.26018524,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1305,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+23.93,65+20,,7/20/2021 01:22:47 PM,,,,,-0.559,-0.431,,7/20/2021 01:22:47 PM,7/20/2021 01:22:48 PM,,True,True,41.06864548,-79.26016998,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1306,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+33.15,65+25,,7/20/2021 01:22:51 PM,,,,,-0.538,-0.431,,7/20/2021 01:22:51 PM,7/20/2021 01:22:48 PM,,True,True,41.06864929,-79.26013947,LM,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1307,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+35.41,65+30,,7/20/2021 01:22:59 PM,,,,,-0.528,-0.406,,7/20/2021 01:22:59 PM,7/20/2021 01:23:00 PM,,True,True,41.06864929,-79.26013184,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1308,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+37.87,65+35,,7/20/2021 01:23:43 PM,,,,,-0.534,-0.407,,7/20/2021 01:23:43 PM,7/20/2021 01:23:44 PM,,True,True,41.06865311,-79.26012421,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1309,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+44.83,65+40,,7/20/2021 01:23:43 PM,,,,,-0.534,-0.407,,7/20/2021 01:23:43 PM,7/20/2021 01:23:44 PM,,True,True,41.06865692,-79.26010132,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1310,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+47.29,65+45,,7/20/2021 01:23:47 PM,,,,,-0.540,-0.414,,7/20/2021 01:23:47 PM,7/20/2021 01:23:48 PM,,True,True,41.06866074,-79.26009369,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1311,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+54.26,65+50,,7/20/2021 01:23:47 PM,,,,,-0.540,-0.414,,7/20/2021 01:23:47 PM,7/20/2021 01:23:48 PM,,True,True,41.06866455,-79.2600708,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1312,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+61.23,65+55,,7/20/2021 01:23:51 PM,,,,,-0.588,-0.414,,7/20/2021 01:23:51 PM,7/20/2021 01:23:48 PM,,True,True,41.06866837,-79.26004791,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1313,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+63.69,65+60,,7/20/2021 01:23:51 PM,,,,,-0.588,-0.439,,7/20/2021 01:23:51 PM,7/20/2021 01:23:52 PM,,True,True,41.06867218,-79.26004028,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1314,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+70.45,65+65,,7/20/2021 01:23:51 PM,,,,,-0.588,-0.439,,7/20/2021 01:23:51 PM,7/20/2021 01:23:52 PM,,True,True,41.06867218,-79.2600174,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1315,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+77.42,65+70,,7/20/2021 01:26:11 PM,,,,,-0.634,-0.480,,7/20/2021 01:26:11 PM,7/20/2021 01:26:12 PM,,True,True,41.06867599,-79.25999451,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1316,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+79.67,65+75,,7/20/2021 01:26:15 PM,,,,,-0.624,-0.480,,7/20/2021 01:26:15 PM,7/20/2021 01:26:12 PM,,True,True,41.06867599,-79.25998688,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1317,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+86.44,65+80,,7/20/2021 01:26:15 PM,,,,,-0.624,-0.476,,7/20/2021 01:26:15 PM,7/20/2021 01:26:16 PM,,True,True,41.06867599,-79.25996399,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1318,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+93.20,65+85,,7/20/2021 01:26:15 PM,,,,,-0.624,-0.476,,7/20/2021 01:26:15 PM,7/20/2021 01:26:16 PM,,True,True,41.06867599,-79.2599411,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1319,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3168+97.71,65+90,,7/20/2021 01:26:19 PM,,,,,-0.635,-0.517,,7/20/2021 01:26:19 PM,7/20/2021 01:26:20 PM,,True,True,41.06867599,-79.25992584,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1320,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+04.68,65+95,,7/20/2021 01:26:19 PM,,,,,-0.635,-0.517,,7/20/2021 01:26:19 PM,7/20/2021 01:26:20 PM,,True,True,41.06867981,-79.25990295,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1321,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+09.18,66+00,,7/20/2021 01:26:23 PM,,,,,-0.663,-0.470,,7/20/2021 01:26:23 PM,7/20/2021 01:26:24 PM,,True,True,41.06867981,-79.2598877,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1322,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+11.44,66+05,,7/20/2021 01:26:23 PM,,,,,-0.663,-0.470,,7/20/2021 01:26:23 PM,7/20/2021 01:26:24 PM,,True,True,41.06867981,-79.25988007,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1323,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+15.95,66+10,,7/20/2021 01:26:27 PM,,,,,-0.613,-0.464,,7/20/2021 01:26:27 PM,7/20/2021 01:26:28 PM,,True,True,41.06867981,-79.25986481,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1324,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+22.71,66+15,,7/20/2021 01:26:27 PM,,,,,-0.613,-0.464,,7/20/2021 01:26:27 PM,7/20/2021 01:26:28 PM,,True,True,41.06867981,-79.25984192,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1325,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+29.68,66+20,,7/20/2021 01:26:31 PM,,,,,-0.658,-0.503,,7/20/2021 01:26:31 PM,7/20/2021 01:26:32 PM,,True,True,41.06868362,-79.25981903,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1326,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+34.19,66+25,,7/20/2021 01:26:35 PM,,,,,-0.651,-0.480,,7/20/2021 01:26:35 PM,7/20/2021 01:26:36 PM,,True,True,41.06868362,-79.25980377,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1327,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+39.11,66+30,,7/20/2021 01:26:39 PM,,,,,-0.627,-0.480,,7/20/2021 01:26:39 PM,7/20/2021 01:26:36 PM,,True,True,41.06869125,-79.25978851,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1328,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+45.87,66+35,,7/20/2021 01:26:39 PM,,,,,-0.627,-0.465,,7/20/2021 01:26:39 PM,7/20/2021 01:26:40 PM,,True,True,41.06869125,-79.25976563,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1329,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+50.79,66+40,,7/20/2021 01:26:43 PM,,,,,-0.630,-0.465,,7/20/2021 01:26:43 PM,7/20/2021 01:26:40 PM,,True,True,41.06869888,-79.25975037,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1330,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+55.50,66+45,,7/20/2021 01:26:43 PM,,,,,-0.630,-0.473,,7/20/2021 01:26:43 PM,7/20/2021 01:26:44 PM,,True,True,41.0687027,-79.25973511,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1331,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+57.76,66+50,,7/20/2021 01:26:47 PM,,,,,-0.613,-0.473,,7/20/2021 01:26:47 PM,7/20/2021 01:26:44 PM,,True,True,41.0687027,-79.25972748,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1332,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+64.72,66+55,,7/20/2021 01:26:47 PM,,,,,-0.613,-0.403,,7/20/2021 01:26:47 PM,7/20/2021 01:26:48 PM,,True,True,41.06870651,-79.25970459,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1333,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+69.23,66+60,,7/20/2021 01:26:51 PM,,,,,-0.588,-0.403,,7/20/2021 01:26:51 PM,7/20/2021 01:26:48 PM,,True,True,41.06870651,-79.25968933,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1334,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+74.15,66+65,,7/20/2021 01:26:51 PM,,,,,-0.588,-0.444,,7/20/2021 01:26:51 PM,7/20/2021 01:26:52 PM,,True,True,41.06871414,-79.25967407,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1335,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+81.12,66+70,,7/20/2021 01:26:51 PM,,,,,-0.588,-0.444,,7/20/2021 01:26:51 PM,7/20/2021 01:26:52 PM,,True,True,41.06871796,-79.25965118,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1336,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+85.83,66+75,,7/20/2021 01:26:55 PM,,,,,-0.610,-0.384,,7/20/2021 01:26:55 PM,7/20/2021 01:26:56 PM,,True,True,41.06872177,-79.25963593,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1337,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+90.54,66+80,,7/20/2021 01:26:55 PM,,,,,-0.610,-0.384,,7/20/2021 01:26:55 PM,7/20/2021 01:26:56 PM,,True,True,41.06872559,-79.25962067,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1338,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3169+97.51,66+85,,7/20/2021 01:26:59 PM,,,,,-0.573,-0.439,,7/20/2021 01:26:59 PM,7/20/2021 01:27:00 PM,,True,True,41.0687294,-79.25959778,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1339,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+02.02,66+90,,7/20/2021 01:26:59 PM,,,,,-0.573,-0.439,,7/20/2021 01:26:59 PM,7/20/2021 01:27:00 PM,,True,True,41.0687294,-79.25958252,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1340,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+06.73,66+95,,7/20/2021 01:27:03 PM,,,,,-0.811,-0.503,,7/20/2021 01:27:03 PM,7/20/2021 01:27:04 PM,,True,True,41.06873322,-79.25956726,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1341,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+13.70,67+00,,7/20/2021 01:27:03 PM,,,,,-0.811,-0.503,,7/20/2021 01:27:03 PM,7/20/2021 01:27:04 PM,,True,True,41.06873703,-79.25954437,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1342,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+15.96,67+05,,7/20/2021 01:27:07 PM,,,,,-1.269,-0.634,,7/20/2021 01:27:07 PM,7/20/2021 01:27:08 PM,,True,True,41.06873703,-79.25953674,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1343,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+20.67,67+10,,7/20/2021 01:27:07 PM,,,,,-1.269,-0.634,,7/20/2021 01:27:07 PM,7/20/2021 01:27:08 PM,,True,True,41.06874084,-79.25952148,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1344,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+27.63,67+15,,7/20/2021 01:27:11 PM,,,,,-1.710,-0.650,,7/20/2021 01:27:11 PM,7/20/2021 01:27:12 PM,,True,True,41.06874466,-79.2594986,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1345,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+32.35,67+20,,7/20/2021 01:27:11 PM,,,,,-1.710,-0.650,,7/20/2021 01:27:11 PM,7/20/2021 01:27:12 PM,,True,True,41.06874847,-79.25948334,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1346,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+36.86,67+25,,7/20/2021 01:27:15 PM,,,,,-1.174,-0.618,,7/20/2021 01:27:15 PM,7/20/2021 01:27:16 PM,,True,True,41.06874847,-79.25946808,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1347,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+43.83,67+30,,7/20/2021 01:27:35 PM,,,,,-0.948,-0.560,,7/20/2021 01:27:35 PM,7/20/2021 01:27:32 PM,,True,True,41.06875229,-79.25944519,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1348,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+48.34,67+35,,7/20/2021 01:27:59 PM,,,,,-0.967,-0.521,,7/20/2021 01:27:59 PM,7/20/2021 01:28:00 PM,,True,True,41.06875229,-79.25942993,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1349,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+52.84,67+40,,7/20/2021 01:28:03 PM,,,,,-0.811,-0.521,,7/20/2021 01:28:03 PM,7/20/2021 01:28:00 PM,,True,True,41.06875229,-79.25941467,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1350,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+59.81,67+45,,7/20/2021 01:28:03 PM,,,,,-0.811,-0.537,,7/20/2021 01:28:03 PM,7/20/2021 01:28:04 PM,,True,True,41.0687561,-79.25939178,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1351,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+64.32,67+50,,7/20/2021 01:28:07 PM,,,,,-0.800,-0.537,,7/20/2021 01:28:07 PM,7/20/2021 01:28:04 PM,,True,True,41.0687561,-79.25937653,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1352,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+69.03,67+55,,7/20/2021 01:28:07 PM,,,,,-0.800,-0.532,,7/20/2021 01:28:07 PM,7/20/2021 01:28:08 PM,,True,True,41.06875992,-79.25936127,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1353,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+76.00,67+60,,7/20/2021 01:28:11 PM,,,,,-0.836,-0.532,,7/20/2021 01:28:11 PM,7/20/2021 01:28:08 PM,,True,True,41.06876373,-79.25933838,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1354,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+80.31,67+65,,7/20/2021 01:28:27 PM,,,,,-0.841,-0.546,,7/20/2021 01:28:27 PM,7/20/2021 01:28:24 PM,,True,True,41.06875992,-79.25932312,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1355,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+85.22,67+70,,7/20/2021 01:28:27 PM,,,,,-0.841,-0.557,,7/20/2021 01:28:27 PM,7/20/2021 01:28:28 PM,,True,True,41.06876755,-79.25930786,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1356,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+92.40,67+75,,7/20/2021 01:28:27 PM,,,,,-0.841,-0.557,,7/20/2021 01:28:27 PM,7/20/2021 01:28:28 PM,,True,True,41.06877518,-79.25928497,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1357,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3170+97.11,67+80,,7/20/2021 01:28:31 PM,,,,,-0.875,-0.514,,7/20/2021 01:28:31 PM,7/20/2021 01:28:32 PM,,True,True,41.06877899,-79.25926971,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
1358,134,2021 TC Line 134 CIS & Troubleshooting,2021-07-20,3171+01.62,67+85,,7/20/2021 01:28:31 PM,,,,,-0.875,-0.514,,7/20/2021 01:28:31 PM,7/20/2021 01:28:32 PM,,True,True,41.06877899,-79.25925446,,134,CHRIS WRIGHTSTONE,LSC,3,1,CIS,CISOnOff,5
